hits,misses,replacements,hit_rate,miss_rate,total_accesses,iteracion,semilla,politica,patron
0,1000,984,0.0,100.0,1000,8,700,Random,secuencial
0,1000,984,0.0,100.0,1000,9,800,Random,secuencial
0,1000,984,0.0,100.0,1000,10,900,Random,secuencial
801,199,183,80.1,19.9,1000,1,0,Random,aleatorio
765,235,219,76.5,23.5,1000,2,100,Random,aleatorio
790,210,194,79.0,21.0,1000,3,200,Random,aleatorio
793,207,191,79.3,20.7,1000,4,300,Random,aleatorio
776,224,208,77.6,22.4,1000,5,400,Random,aleatorio
786,214,198,78.6,21.4,1000,6,500,Random,aleatorio
789,211,195,78.9,21.1,1000,7,600,Random,aleatorio
785,215,199,78.5,21.5,1000,8,700,Random,aleatorio
770,230,214,77.0,23.0,1000,9,800,Random,aleatorio
799,201,185,79.9,20.1,1000,10,900,Random,aleatorio
997,3,0,99.7,0.3,1000,1,0,Random,localidad
997,3,0,99.7,0.3,1000,2,100,Random,localidad
997,3,0,99.7,0.3,1000,3,200,Random,localidad
997,3,0,99.7,0.3,1000,4,300,Random,localidad
997,3,0,99.7,0.3,1000,5,400,Random,localidad
997,3,0,99.7,0.3,1000,6,500,Random,localidad
997,3,0,99.7,0.3,1000,7,600,Random,localidad
997,3,0,99.7,0.3,1000,8,700,Random,localidad
997,3,0,99.7,0.3,1000,9,800,Random,localidad
997,3,0,99.7,0.3,1000,10,900,Random,localidad
918,82,66,91.8,8.2,1000,1,0,Random,mixto
928,72,56,92.8,7.2,1000,2,100,Random,mixto
926,74,58,92.6,7.4,1000,3,200,Random,mixto
923,77,61,92.3,7.7,1000,4,300,Random,mixto
928,72,56,92.8,7.2,1000,5,400,Random,mixto
914,86,70,91.4,8.6,1000,6,500,Random,mixto
920,80,64,92.0,8.0,1000,7,600,Random,mixto
918,82,66,91.8,8.2,1000,8,700,Random,mixto
927,73,57,92.7,7.3,1000,9,800,Random,mixto
914,86,70,91.4,8.6,1000,10,900,Random,mixto
